Groserias,Vulgar,Ofensivo,clean_tweet
"Ella sabe más que tú, así que no seas tonto. CHICO NO LE MIENTAS",0,1,"Ella sabe más que tú, así que no seas tonto. CHICO NO LE MIENTAS"
"Siento que es como tonto decir esto porque se supone que no debe hacerse chistes sobre el cuerpo de NADIE 

Pero de alguna forma la sociedad ha creído que tiene licencia para burlarse del cuerpo de los hombres porque ""no nos afecta""",0,0,"Siento que es como tonto decir esto porque se supone que no debe hacerse chistes sobre el cuerpo de NADIE 

Pero de alguna forma la sociedad ha creído que tiene licencia para burlarse del cuerpo de los hombres porque ""no nos afecta"""
@SinLinea_Mx Inche tipa fea! TONTO EL QUE LA VEA!,1,1,@SinLinea_Mx Inche tipa fea! TONTO EL QUE LA VEA!
@lopezobrador_ se hace el tonto o está pendejo? https://t.co/44u404LB9D,1,1,@lopezobrador_ se hace el tonto o está pendejo? https://t.co/44u404LB9D
"@jaime_saborit98 @relevo Pero tú eres tonto verdad?, Con sedes en Bilbao y Madrid, y la directora deportiva Pilar Sainz enredada de Madrid? 🤣🤣🤣🤣

Pobre imbécil",0,1,"@jaime_saborit98 @relevo Pero tú eres tonto verdad?, Con sedes en Bilbao y Madrid, y la directora deportiva Pilar Sainz enredada de Madrid? 🤣🤣🤣🤣

Pobre imbécil"
@summergxth todo tontito,0,0,@summergxth todo tontito
@MemoriasPez Que torta el real Elcano¿Porque no pasó por el canal de Panamá?,0,0,@MemoriasPez Que torta el real Elcano¿Porque no pasó por el canal de Panamá?
@Babi_00 @Hespanolazo Que tiene que ver eso con que el votante medio de izquierdas sea igual de tonto que el de derechas?,0,1,@Babi_00 @Hespanolazo Que tiene que ver eso con que el votante medio de izquierdas sea igual de tonto que el de derechas?
"@WendydelCarmeen @ArmandoQuintal2 @LMB_memes Jaja ignora al don, me encanta que dice que ni una sola vez paso eso pero hay un video donde esta pasando eso jaja esta tonto. En fin. Ahh eso si, no fuera como en el 2012 cuando sus jugadores dieron positivos en doping🤣🤣",0,0,"@WendydelCarmeen @ArmandoQuintal2 @LMB_memes Jaja ignora al don, me encanta que dice que ni una sola vez paso eso pero hay un video donde esta pasando eso jaja esta tonto. En fin. Ahh eso si, no fuera como en el 2012 cuando sus jugadores dieron positivos en doping🤣🤣"
Un día verás que este tonto de poco se olvida.,0,0,Un día verás que este tonto de poco se olvida.
Tonto corazón...,0,0,Tonto corazón...
@victorlozano73 Que tonto eres,0,0,@victorlozano73 Que tonto eres
@VashGatsu @MagusCarlsex @DaniReyes0829 si el primero no te gustó porque viste el segundo? O eres tonto o hipocrita.,0,1,@VashGatsu @MagusCarlsex @DaniReyes0829 si el primero no te gustó porque viste el segundo? O eres tonto o hipocrita.
Ser inteligente es saber cuándo hacerse el tonto.,0,0,Ser inteligente es saber cuándo hacerse el tonto.
@PatriotsPeru Donnarumma y un error tonto dando vida a la Juve,0,0,@PatriotsPeru Donnarumma y un error tonto dando vida a la Juve
"@jpressmx Se enojo por lo que me dijieron, la verdad, pero que bueno! En mi humilde opinión fue la que dijo el argumento más pobre y tonto: “ sí está culera PPO pero está en la constitución” https://t.co/y3GEfy13tm",1,1,"@jpressmx Se enojo por lo que me dijieron, la verdad, pero que bueno! En mi humilde opinión fue la que dijo el argumento más pobre y tonto: “ sí está culera PPO pero está en la constitución” https://t.co/y3GEfy13tm"
"@kewinescobedo La temporada pasada Benzema se cargó el equipo, de qué hablas? Morro tonto",1,1,"@kewinescobedo La temporada pasada Benzema se cargó el equipo, de qué hablas? Morro tonto"
@whoisdaesitoo Tonto jajdkdkdkd lo peor es que yo igual la mal pensé.,0,0,@whoisdaesitoo Tonto jajdkdkdkd lo peor es que yo igual la mal pensé.
@ssptransitover en vez de andar robando a los traileros y están multando a lo tonto deberías de poner a tránsitos dando vialidad aquí en arcosur en Walmart llevamos aproximadamente 30 minutos para dos y ustedes ni sus luces https://t.co/Pi22d7ZlWk,0,0,@ssptransitover en vez de andar robando a los traileros y están multando a lo tonto deberías de poner a tránsitos dando vialidad aquí en arcosur en Walmart llevamos aproximadamente 30 minutos para dos y ustedes ni sus luces https://t.co/Pi22d7ZlWk
"No llegué a mi entrenamiento por el tonto Metro, estoy harta y ahora tengo 3hrs para hacerme wey.):",1,0,"No llegué a mi entrenamiento por el tonto Metro, estoy harta y ahora tengo 3hrs para hacerme wey.):"
"@EcatepecLondon @GlodeJo07 Señor, ya está grande como para seguir creyendo en el mito del alcoholismo de Calderón.
¿Una barda a precio de refinería? Pues de Dos Bocas van 20 mil mdd vs 620 mdd de la barda (más de 30 veces).
¿Comprar un avión ""invendible""? Pues sólo un tonto pensaría en vender algo así.",0,1,"@EcatepecLondon @GlodeJo07 Señor, ya está grande como para seguir creyendo en el mito del alcoholismo de Calderón.
¿Una barda a precio de refinería? Pues de Dos Bocas van 20 mil mdd vs 620 mdd de la barda (más de 30 veces).
¿Comprar un avión ""invendible""? Pues sólo un tonto pensaría en vender algo así."
Una vez le dije a mi ex que me había encantado tanto el álbum de Olivia Rodrigo que quería que me terminara para gozarlo bien JAJAJAJAJA era jugandito tonto :(,0,0,Una vez le dije a mi ex que me había encantado tanto el álbum de Olivia Rodrigo que quería que me terminara para gozarlo bien JAJAJAJAJA era jugandito tonto :(
"@Mike_Oviedo @lopezobrador_ Imagínate que tu prioridad en la vida... sea un político que ni te conoce y sólo te utiliza como tonto inútil.

Imagínate.",0,1,"@Mike_Oviedo @lopezobrador_ Imagínate que tu prioridad en la vida... sea un político que ni te conoce y sólo te utiliza como tonto inútil.

Imagínate."
En el mundo ya no cabe un tonto más.,0,0,En el mundo ya no cabe un tonto más.
"@ChaosGerardo @Dan_Lowell @HLGatell Ja! Serio? Naaa... inshi gente. ¿Entonces cuándo vas a ir por tu siguiente dosis? Te pones DOS de una vez, ¡eh! Pa' que amarre, y estés super-mega protegido. Yo siendo bien tonto y antivacunas y todo eso seguramente estaré ya muerto. 

¿Como cuánto me faltará?",0,1,"@ChaosGerardo @Dan_Lowell @HLGatell Ja! Serio? Naaa... inshi gente. ¿Entonces cuándo vas a ir por tu siguiente dosis? Te pones DOS de una vez, ¡eh! Pa' que amarre, y estés super-mega protegido. Yo siendo bien tonto y antivacunas y todo eso seguramente estaré ya muerto. 

¿Como cuánto me faltará?"
"@piojo22e @CZmov4 @rajali2568 @dgarciamtz7 @Edd_Campe @CARLOSHDZPEREZ @NachoRgz @fernandeznorona No te preocupes por nosotros, lo que sientas no determina nuestra forma de pensar. Si el compañero diputado Gerardo Fernández Noroña es lo que dices y si coincides con AMLO que el pueblo no es tonto, su propuesta no va a pasar y ya, felices todos 😊",0,0,"@piojo22e @CZmov4 @rajali2568 @dgarciamtz7 @Edd_Campe @CARLOSHDZPEREZ @NachoRgz @fernandeznorona No te preocupes por nosotros, lo que sientas no determina nuestra forma de pensar. Si el compañero diputado Gerardo Fernández Noroña es lo que dices y si coincides con AMLO que el pueblo no es tonto, su propuesta no va a pasar y ya, felices todos 😊"
@SergioSarmiento 18 años se estuvo haciendo tonto.,0,0,@SergioSarmiento 18 años se estuvo haciendo tonto.
"@Duarte_FX @elrocktagono Quieres que eduque a un niño?, ok el peso natural de Costa esta muy por encima del peso medio, perdió contra un flaco, pero Israel no es cualquiera, según tu lógica con esos puntos Chimaev le puede ganar a Costa, ve lo que le hizo Burns. Listo tonto, de nada.",0,0,"@Duarte_FX @elrocktagono Quieres que eduque a un niño?, ok el peso natural de Costa esta muy por encima del peso medio, perdió contra un flaco, pero Israel no es cualquiera, según tu lógica con esos puntos Chimaev le puede ganar a Costa, ve lo que le hizo Burns. Listo tonto, de nada."
"@sonate_bleu mejor ni usar, si hay gente que te guste cerca pues le preguntas la hora sin parecer tonto.... jajaja",0,0,"@sonate_bleu mejor ni usar, si hay gente que te guste cerca pues le preguntas la hora sin parecer tonto.... jajaja"
"@JosePer92752011 @infobaeamerica Palabras vacías, de sábanas mojadas... Lo comprobante con que país de la América latina. Entonces, eres un triste tonto que cree en los sueños de otros, en lugar de hacer tu sociedad mejor.",0,1,"@JosePer92752011 @infobaeamerica Palabras vacías, de sábanas mojadas... Lo comprobante con que país de la América latina. Entonces, eres un triste tonto que cree en los sueños de otros, en lugar de hacer tu sociedad mejor."
"@SocialDmocrata_ @mima571130 @catrina_nortena Nada es casualidad, lo male es que crean que el pueblo es tonto.",0,0,"@SocialDmocrata_ @mima571130 @catrina_nortena Nada es casualidad, lo male es que crean que el pueblo es tonto."
el tonto de tamez m asusto bien feo 😭,0,0,el tonto de tamez m asusto bien feo 😭
"@Madonnambition @eslamascara @_CarlosRivera @OficialYuri @OMARCHAPARRO @marisolglzz @JuanpaZurita @GalileaMontijo Si, yo tengo la misma edad y sé bastante de espectáculos de diferentes épocas y no solo de la actual y el se pasa, suena tonto que esa sea su excusa, hace unos días lo escuché en @CuentameloYaOf diciendo que no sabía quien era La tesorito, hasta mi sobrina de 10 años lo sabe 😒😒",0,0,"@Madonnambition @eslamascara @_CarlosRivera @OficialYuri @OMARCHAPARRO @marisolglzz @JuanpaZurita @GalileaMontijo Si, yo tengo la misma edad y sé bastante de espectáculos de diferentes épocas y no solo de la actual y el se pasa, suena tonto que esa sea su excusa, hace unos días lo escuché en @CuentameloYaOf diciendo que no sabía quien era La tesorito, hasta mi sobrina de 10 años lo sabe 😒😒"
Otro tonto diciendo cosas sin sentido https://t.co/mju7DXB8MT,0,0,Otro tonto diciendo cosas sin sentido https://t.co/mju7DXB8MT
"A lo mejor Cabecita de Algodón sí es muy tonto y tuvo que cambiar de opinión.

Y si es así, no es mejor ni más reconfortante pensar cuántas veces cambió o tendrá que cambiar de opinión.

Porque cambiar de opinión es de sabios, pero tener que hacerlo a cada rato ya es de pendejos. https://t.co/yphIVOwIMg",1,1,"A lo mejor Cabecita de Algodón sí es muy tonto y tuvo que cambiar de opinión.

Y si es así, no es mejor ni más reconfortante pensar cuántas veces cambió o tendrá que cambiar de opinión.

Porque cambiar de opinión es de sabios, pero tener que hacerlo a cada rato ya es de pendejos. https://t.co/yphIVOwIMg"
Playstation PSP qué tonto 😅🎮 en Mérida Yucatán https://t.co/MccOcol5hR,0,0,Playstation PSP qué tonto 😅🎮 en Mérida Yucatán https://t.co/MccOcol5hR
Esas ganas de llorar por ser tan tonto,0,0,Esas ganas de llorar por ser tan tonto
"@salidarvuelta Eso tanto en la que sólo he pedido información como en la que he sido tonto y he terminado siendo cliente
La medicina siempre o casi siempre termina en manos del cirujano ya es que en la mayoría de los procesos no exista cura.",0,0,"@salidarvuelta Eso tanto en la que sólo he pedido información como en la que he sido tonto y he terminado siendo cliente
La medicina siempre o casi siempre termina en manos del cirujano ya es que en la mayoría de los procesos no exista cura."
Malo contra Tonto: El Debate https://t.co/pYCfPA1ZjF a través de @_infolibre,0,0,Malo contra Tonto: El Debate https://t.co/pYCfPA1ZjF a través de @_infolibre
"@MariettoPonce Así fue la campaña rumbo a la presidencia, nunca dió respuestas de nada, solo buenas voluntades...ahí está el resultado. Aunque no nos equivoquemos, el viejo desgraciado no es tonto, busca venezualizar México, no lo vamos a dejar",0,1,"@MariettoPonce Así fue la campaña rumbo a la presidencia, nunca dió respuestas de nada, solo buenas voluntades...ahí está el resultado. Aunque no nos equivoquemos, el viejo desgraciado no es tonto, busca venezualizar México, no lo vamos a dejar"
"@conexionmadrid9 Es un golpe ..benzema. O es tonto ...mejor no forzar , es lo mismo de la temporada pasada , contra el Espanyol , es mejor cuidar y listo",0,1,"@conexionmadrid9 Es un golpe ..benzema. O es tonto ...mejor no forzar , es lo mismo de la temporada pasada , contra el Espanyol , es mejor cuidar y listo"
@MarlonPerez__ Ah jajajaja 😂 que tonto sos,0,1,@MarlonPerez__ Ah jajajaja 😂 que tonto sos
El hombre era Haaland pero por huevos había que ir a por el tonto francés,1,1,El hombre era Haaland pero por huevos había que ir a por el tonto francés
@lvu922 Me a tonto mucho neta,0,0,@lvu922 Me a tonto mucho neta
"@Ariasjose57 @RuidoEnLaRed El pex no es Marko (no ahorita, ya sabemos que es tonto el wey, pero bueno). El problema debe ser Alito y su estúpida cola que le han pisado con audios. No sé por qué no se deshacen de ese lastre en el PRI",1,1,"@Ariasjose57 @RuidoEnLaRed El pex no es Marko (no ahorita, ya sabemos que es tonto el wey, pero bueno). El problema debe ser Alito y su estúpida cola que le han pisado con audios. No sé por qué no se deshacen de ese lastre en el PRI"
"Diosito por favor, dejame comprar buenos boletos para blackpink te juro que me portare muy bien, ya no gastare dinero a lo tonto y voy a rezar todos los dias🥹🥹🥹🥹🛐🛐🛐🛐🛐🛐🛐",0,0,"Diosito por favor, dejame comprar buenos boletos para blackpink te juro que me portare muy bien, ya no gastare dinero a lo tonto y voy a rezar todos los dias🥹🥹🥹🥹🛐🛐🛐🛐🛐🛐🛐"
"El cine está a 29 peso y en el tonto Cinemex está LOTR ✨
Mañana seré la más feliz. https://t.co/nh3PFTeeBo",0,0,"El cine está a 29 peso y en el tonto Cinemex está LOTR ✨
Mañana seré la más feliz. https://t.co/nh3PFTeeBo"
"@pardingo @alejogq_16 ¿Lo de tonto por que? Sin talento este tuit, Harry Styles es súper talentoso.",0,0,"@pardingo @alejogq_16 ¿Lo de tonto por que? Sin talento este tuit, Harry Styles es súper talentoso."
@jmlopezlaso Tu lo que eres un tonto y creo que cualquiera con dos dedos de frente se dará cuenta.,0,1,@jmlopezlaso Tu lo que eres un tonto y creo que cualquiera con dos dedos de frente se dará cuenta.
"@alejogq_16 Lo de tonto, parece que sí, ¿pero por qué lo de sin talento?",0,0,"@alejogq_16 Lo de tonto, parece que sí, ¿pero por qué lo de sin talento?"
"Ser talentoso no te asegura todo en la vida, no serlo tampoco te niega algo 🫀

Este es mi artículo de hoy en #elblogdesebas 📃 https://t.co/RLxrv1Ybjs",0,0,"Ser talentoso no te asegura todo en la vida, no serlo tampoco te niega algo 🫀

Este es mi artículo de hoy en #elblogdesebas 📃 https://t.co/RLxrv1Ybjs"
Este tonto ahora ven porque son torpes y no entienden ?  ¡Es el pueblo que pide la reelección! No es el presidente quien se está imponiendo no seas ignorante esperancita. Dejen de MENTIR. https://t.co/7MZk8WAIHo,0,1,Este tonto ahora ven porque son torpes y no entienden ?  ¡Es el pueblo que pide la reelección! No es el presidente quien se está imponiendo no seas ignorante esperancita. Dejen de MENTIR. https://t.co/7MZk8WAIHo
"@Telcel @ServicioTelcel por eso es que te roban en Mexico , Telcel se niega a darme de baja mi numero de celular, porque no me se la fecha de la primera llamada realizada, y  la fecha de activación de mi línea. son unos imbeciles https://t.co/0dx24PJhd7",0,1,"@Telcel @ServicioTelcel por eso es que te roban en Mexico , Telcel se niega a darme de baja mi numero de celular, porque no me se la fecha de la primera llamada realizada, y  la fecha de activación de mi línea. son unos imbeciles https://t.co/0dx24PJhd7"
@antoninomora Aunque lo hayan borrado ya lo vimos y han quedado retratados como unos soberanos imbéciles los de @relevo,0,1,@antoninomora Aunque lo hayan borrado ya lo vimos y han quedado retratados como unos soberanos imbéciles los de @relevo
Lo que son es imbeciles de nivel estratosférico. https://t.co/w68D2yR7zP,0,1,Lo que son es imbeciles de nivel estratosférico. https://t.co/w68D2yR7zP
"@soy_502 Jaja hay poca gente que respeta y muchos que son unos imbéciles,tanto carros como motos,andan sin placas sin casco sin licencia y estás parado quizá en una cola y se empotra atrás y resulta que tenés que pagarle,porque el srote se lástimo y tiene que ser así porque la ley lo dice",0,1,"@soy_502 Jaja hay poca gente que respeta y muchos que son unos imbéciles,tanto carros como motos,andan sin placas sin casco sin licencia y estás parado quizá en una cola y se empotra atrás y resulta que tenés que pagarle,porque el srote se lástimo y tiene que ser así porque la ley lo dice"
@Qhubotvoficial Jajajajajaa imbeciles,0,1,@Qhubotvoficial Jajajajajaa imbeciles
"@Aaron_Riverz @MarcoAR05 @MariettoPonce ¿A la ligera? Te notifico que la administración de proyectos tiene 80 años. Que sean mediocres, o peor, cínicos mentirosos que saben que no van a terminar y lo anden presumiendo es otra cosa. Un 150% de incremento en la obra nos dice que son imbéciles y corruptos.",0,1,"@Aaron_Riverz @MarcoAR05 @MariettoPonce ¿A la ligera? Te notifico que la administración de proyectos tiene 80 años. Que sean mediocres, o peor, cínicos mentirosos que saben que no van a terminar y lo anden presumiendo es otra cosa. Un 150% de incremento en la obra nos dice que son imbéciles y corruptos."
@Cristin08077677 @2001osado09 @lopezobrador_ ZOQUETES CHAIROS INEPTOS. IMBÉCILES. https://t.co/b6jSIagO5L,0,1,@Cristin08077677 @2001osado09 @lopezobrador_ ZOQUETES CHAIROS INEPTOS. IMBÉCILES. https://t.co/b6jSIagO5L
@enriquezl @Inteligente001 ZOQUETES CHAIROS INEPTOS. IMBÉCILES. https://t.co/TvJUdRXdZF,0,1,@enriquezl @Inteligente001 ZOQUETES CHAIROS INEPTOS. IMBÉCILES. https://t.co/TvJUdRXdZF
Vaya grupo de imbéciles. https://t.co/EN2P667HpL,0,1,Vaya grupo de imbéciles. https://t.co/EN2P667HpL
"@jotajordi13 @LaLiga El tipejo es antiflorentinista pero como siempre jugando al despiste para convencer a los imbéciles como tú, pero ok, tú sigue a lo tuyo escoria...",0,1,"@jotajordi13 @LaLiga El tipejo es antiflorentinista pero como siempre jugando al despiste para convencer a los imbéciles como tú, pero ok, tú sigue a lo tuyo escoria..."
@bta_Demian A un pendejo que no sabe gobernar y se rodea de otros más imbéciles que él.,1,1,@bta_Demian A un pendejo que no sabe gobernar y se rodea de otros más imbéciles que él.
"Por qué las morras no pueden disfrutar de sus redes sociales como perras quieran, sin que hayan imbeciles que busquen aprovecharse de eso y hacer estafas pendejas ?",1,1,"Por qué las morras no pueden disfrutar de sus redes sociales como perras quieran, sin que hayan imbeciles que busquen aprovecharse de eso y hacer estafas pendejas ?"
@torreadvd61 @chioreya Lo dice el que le croma el fierro al anciano 🧓...imbéciles,1,1,@torreadvd61 @chioreya Lo dice el que le croma el fierro al anciano 🧓...imbéciles
"@MariettoPonce @TransportesPIGA Vamos de mal en peor. Y el colmo, todavìa hay imbéciles que los apoyan y todo le festejan a los nefastos de Lòpez y sus secuaces. https://t.co/dP2ijjiTxC",0,1,"@MariettoPonce @TransportesPIGA Vamos de mal en peor. Y el colmo, todavìa hay imbéciles que los apoyan y todo le festejan a los nefastos de Lòpez y sus secuaces. https://t.co/dP2ijjiTxC"
"@JesusMaDios @Sixx123 @HectorAtarrabia Me recuerda a los imbéciles del Bolshói ruso, no querían actuar para los campesinos y obreros, no querían mezclarse con ellos. Antes de la revolución, solamente la burguesía y los terratenientes tenían derecho a disfrutar de esos espacios culturales. https://t.co/qBGaT7IpEE",0,1,"@JesusMaDios @Sixx123 @HectorAtarrabia Me recuerda a los imbéciles del Bolshói ruso, no querían actuar para los campesinos y obreros, no querían mezclarse con ellos. Antes de la revolución, solamente la burguesía y los terratenientes tenían derecho a disfrutar de esos espacios culturales. https://t.co/qBGaT7IpEE"
@JorchArturo ¿Por qué cualquier medio le preguntaría a ese asno sobre la Selección? También se pasan de imbéciles.,0,1,@JorchArturo ¿Por qué cualquier medio le preguntaría a ese asno sobre la Selección? También se pasan de imbéciles.
"A ver, panda de imbéciles. Haaland no quiso venir. Si no quería venir, no había manera de obligarlo.",0,1,"A ver, panda de imbéciles. Haaland no quiso venir. Si no quería venir, no había manera de obligarlo."
"Alito Moreno presenta iniciativa para extender presencia militar en la GN. Layda Sansores y su ""abogado"" anuncian que ni sacarán más audios de Alito. Nada torcidos los imbéciles...",0,1,"Alito Moreno presenta iniciativa para extender presencia militar en la GN. Layda Sansores y su ""abogado"" anuncian que ni sacarán más audios de Alito. Nada torcidos los imbéciles..."
"@angelnumerodoce @wiolsss No es que soy ciega. Si Esteban fue un pendejo a actuar como hizo pero lo repito él fue otra víctima y solo creo en las evidencias y en su familia. Pero poco a poco se va a dar cuenta.
Y como se dice por acá solo los imbéciles no cambian de opinión y él si va a cambiar",1,1,"@angelnumerodoce @wiolsss No es que soy ciega. Si Esteban fue un pendejo a actuar como hizo pero lo repito él fue otra víctima y solo creo en las evidencias y en su familia. Pero poco a poco se va a dar cuenta.
Y como se dice por acá solo los imbéciles no cambian de opinión y él si va a cambiar"
"voy a contar algo que nadie les dice por que no leen nunca imbéciles, el hombre que es capaz de traicionar a la persona con quien duerme,es capaz de entregar hasta su madre si es necesario!!! lo unico que puedes de esperar de el PRIAN y de alito es traicion esos son sus valores.. https://t.co/M560YMjPGs",0,1,"voy a contar algo que nadie les dice por que no leen nunca imbéciles, el hombre que es capaz de traicionar a la persona con quien duerme,es capaz de entregar hasta su madre si es necesario!!! lo unico que puedes de esperar de el PRIAN y de alito es traicion esos son sus valores.. https://t.co/M560YMjPGs"
"@Mex_Libertario @JLozanoA @LuisaAlcalde Está cantando en los camiones y algunos momentos está en la oficina de la ST
Puros ineptos
VW es la vida de Puebla y estos imbéciles no cumplen con su deber.
Que ya se vayan",0,1,"@Mex_Libertario @JLozanoA @LuisaAlcalde Está cantando en los camiones y algunos momentos está en la oficina de la ST
Puros ineptos
VW es la vida de Puebla y estos imbéciles no cumplen con su deber.
Que ya se vayan"
"Hay gente de derecha, en política, que son realmente imbéciles. En vez de mostrar altura frente al clasismo mostrado por adherentes del Apruebo que rotearon a la gente por no votar Apruebo, se ponen a la misma altura. https://t.co/9A57kbhhP3",0,1,"Hay gente de derecha, en política, que son realmente imbéciles. En vez de mostrar altura frente al clasismo mostrado por adherentes del Apruebo que rotearon a la gente por no votar Apruebo, se ponen a la misma altura. https://t.co/9A57kbhhP3"
"Hay gente de derecha, en política, que son realmente imbéciles. En vez de rechazar el clasismo mostrado por adherentes del Apruebo el día de ayer en redes, se suman como si nada. https://t.co/J3QhqF2hYt",0,1,"Hay gente de derecha, en política, que son realmente imbéciles. En vez de rechazar el clasismo mostrado por adherentes del Apruebo el día de ayer en redes, se suman como si nada. https://t.co/J3QhqF2hYt"
@soy_502 Héroes?  10 de cada 10 motoristas son unos imbeciles 🤭 hagan un reportaje de cómo respetar las señales de tránsito mejor.,0,1,@soy_502 Héroes?  10 de cada 10 motoristas son unos imbeciles 🤭 hagan un reportaje de cómo respetar las señales de tránsito mejor.
"Y todavía quieren que regrese, están imbeciles ? en Aguascalientes Centro, Aguascalientes https://t.co/Z3ZGPeLUx2",0,1,"Y todavía quieren que regrese, están imbeciles ? en Aguascalientes Centro, Aguascalientes https://t.co/Z3ZGPeLUx2"
Jajaja jajaja 😂😂😂 ésto es lo que APLAUDEN los imbéciles seguidores de la 4a. T? Tá cabrón NO? https://t.co/cuRHcQiRef,0,1,Jajaja jajaja 😂😂😂 ésto es lo que APLAUDEN los imbéciles seguidores de la 4a. T? Tá cabrón NO? https://t.co/cuRHcQiRef
"@VoceroPR @GovPierluisi @lumaenergypr A donde esta el talento del @pnp_pr  ahora imbéciles !
Así cojen a su Secta de brutos  mientras  el pais se desploma por incompetentes !",1,1,"@VoceroPR @GovPierluisi @lumaenergypr A donde esta el talento del @pnp_pr  ahora imbéciles !
Así cojen a su Secta de brutos  mientras  el pais se desploma por incompetentes !"
@agon911 @Migue_Vindas Es un imbéciles hater y con UD tampoco se puede debatir. Eres un niño que no sabe nada y Laje es un HATER,0,1,@agon911 @Migue_Vindas Es un imbéciles hater y con UD tampoco se puede debatir. Eres un niño que no sabe nada y Laje es un HATER
"Se siente del asco venir a trabajar así, y todavía los gringos imbeciles con sus ""issues"" bien ridiculos.",0,1,"Se siente del asco venir a trabajar así, y todavía los gringos imbeciles con sus ""issues"" bien ridiculos."
"@ConsejoMexCarne NO SEAN IMBÉCILES !!!! LOS VOY A REPORTAR POR INCITAR A LA #VIOLENCIA 
ESCORIAS AVARAS !!!?
#DEJAALOSANIMALESFUERADETUPLATO 👊🏻🤬",0,1,"@ConsejoMexCarne NO SEAN IMBÉCILES !!!! LOS VOY A REPORTAR POR INCITAR A LA #VIOLENCIA 
ESCORIAS AVARAS !!!?
#DEJAALOSANIMALESFUERADETUPLATO 👊🏻🤬"
"Todo lo ajeno le va parecer WOW que chistosito/bonito, a ver! 
Es como lxs imbeciles que suben sus fotos en el metro de NY o paris, etc. Pa ti es wow, pa un francés es otro perro día pal jale encerrado en esta madre que huele a culo. Pero bueno, cada quien.",1,1,"Todo lo ajeno le va parecer WOW que chistosito/bonito, a ver! 
Es como lxs imbeciles que suben sus fotos en el metro de NY o paris, etc. Pa ti es wow, pa un francés es otro perro día pal jale encerrado en esta madre que huele a culo. Pero bueno, cada quien."
"Pura hipocresía de los catastrofistas climáticos!
Es un mensaje para imbéciles:
Si ustedes contaminan se acaba el planeta; si nosotros contaminamos, no importa, lo arreglamos, somos los nuevos dioses del Olimpo!! https://t.co/kca7CwiIh7",0,0,"Pura hipocresía de los catastrofistas climáticos!
Es un mensaje para imbéciles:
Si ustedes contaminan se acaba el planeta; si nosotros contaminamos, no importa, lo arreglamos, somos los nuevos dioses del Olimpo!! https://t.co/kca7CwiIh7"
@tessmaradiaga Hay pero etiqueten a todos esos imbéciles solo quedan en ridículo 😂🤣🤡,0,1,@tessmaradiaga Hay pero etiqueten a todos esos imbéciles solo quedan en ridículo 😂🤣🤡
"@HortyM @SenJoniErnst Sí, así mismo es. Son unos imbéciles. Y sus seguidores… peores aún",0,1,"@HortyM @SenJoniErnst Sí, así mismo es. Son unos imbéciles. Y sus seguidores… peores aún"
"Recordatorio para personas imbeciles: 
No suban sus perros a las terrazas. 
No dejen salir a sus gatos.",0,1,"Recordatorio para personas imbeciles: 
No suban sus perros a las terrazas. 
No dejen salir a sus gatos."
"@merida7776 A este tipo de imbéciles, son a los que hay que educar @makugo, mucho éxito con el nuevo proyecto de transporte.",0,1,"@merida7776 A este tipo de imbéciles, son a los que hay que educar @makugo, mucho éxito con el nuevo proyecto de transporte."
"El argumento de un inepto inútil que se la paso mmdo con su palabrería y falsas promesas, convenciendo a la bola de imbéciles que sabían que era un agitador, corrupto, incapaz, autoritario, que no respetaba a nadie y además nunca le salían las cuentas cuando le preguntaban. https://t.co/UZziWMyZCt",1,1,"El argumento de un inepto inútil que se la paso mmdo con su palabrería y falsas promesas, convenciendo a la bola de imbéciles que sabían que era un agitador, corrupto, incapaz, autoritario, que no respetaba a nadie y además nunca le salían las cuentas cuando le preguntaban. https://t.co/UZziWMyZCt"
@Frank16726439 @agnes_becerra @AlianBarcenas @Viltre2 @MelanysDiaz24 @MMarreroCruz @NoelitaCuba @HenryOmarVC1 @Heinerky1 @frdaga @NavarroMaidelis Traducción: ahí están con paso firme un par de imbéciles.,0,1,@Frank16726439 @agnes_becerra @AlianBarcenas @Viltre2 @MelanysDiaz24 @MMarreroCruz @NoelitaCuba @HenryOmarVC1 @Heinerky1 @frdaga @NavarroMaidelis Traducción: ahí están con paso firme un par de imbéciles.
@lagranwerota ¿Quienes se burlan? Los imbéciles del sureste a los que mantienen todo el país.,0,1,@lagranwerota ¿Quienes se burlan? Los imbéciles del sureste a los que mantienen todo el país.
"@lopezobrador_ Tú ché mother viejo miado!!!
¿... De respeto; fraterno...?? de verdad eres un cachetón, pero la culpa la tienen ese par de imbéciles que se fueron a postrar.",1,1,"@lopezobrador_ Tú ché mother viejo miado!!!
¿... De respeto; fraterno...?? de verdad eres un cachetón, pero la culpa la tienen ese par de imbéciles que se fueron a postrar."
Miren lo que encontré @PartidoMorenaMx @lopezobrador_ algo con lo que comulgan ustedes imbeciles https://t.co/0D6mJN1dYU,0,1,Miren lo que encontré @PartidoMorenaMx @lopezobrador_ algo con lo que comulgan ustedes imbeciles https://t.co/0D6mJN1dYU
